

gen best mean std
0 93.936796 9.236114 26.290263
0 93.249651 21.106278 33.808117
1 93.472506 39.728528 37.289195
2 93.936796 57.07628 40.089008
3 93.991733 66.011765 35.969345
4 94.056393 78.013566 30.875342
5 93.936796 85.116039 23.013095
6 93.936796 82.666876 25.813569
7 93.936796 82.540809 27.111818
8 93.936796 85.980075 20.75918
9 93.936796 83.033562 26.525647
10 94.057323 82.660702 28.16411
11 93.936796 84.614681 22.871971
12 93.936796 88.579535 17.097481
13 93.936796 88.973976 17.647366
14 94.157198 89.409014 16.182929
