

gen best mean std
0 92.150703 7.528399 24.501132
0 93.092828 22.928565 35.230602
1 93.261683 38.743244 37.835172
2 93.253103 61.891208 35.640352
3 93.936796 69.993654 36.259483
4 93.997323 73.581753 34.900741
5 93.936796 71.130118 37.624622
6 93.936796 78.566565 29.805009
7 93.936796 76.848384 33.174167
8 93.936796 75.436408 33.12136
9 93.936796 81.292112 28.314824
10 93.936796 80.619925 29.445115
11 93.936796 84.118734 24.853836
12 93.936796 85.961687 23.711533
13 93.936796 84.406063 25.716198
14 93.936796 90.013138 12.293075
