

gen best mean std
0 24.522359 -82.955274 40.401987
1 26.147159 -38.591814 44.587811
2 27.606722 -20.152431 47.907649
3 27.653661 -3.549676 41.492755
4 28.195592 -1.960637 44.089886
5 26.657193 -2.69472 43.250868
6 27.02501 1.366108 43.981093
7 27.114161 -3.982344 48.828615
8 26.95239 11.591292 32.28599
9 25.970666 9.19881 37.222619
10 27.239246 10.730748 34.009589
11 27.114161 15.522027 28.566569
12 27.369389 18.257351 19.770849
13 27.369389 23.117453 7.556497
14 27.113796 20.02781 16.866348
15 26.277126 20.547318 14.811117
16 26.607051 21.113551 17.677906
17 26.712664 20.951403 19.219002
18 26.712664 20.473666 15.213458
19 26.301243 22.443486 9.191657
