

gen best mean std
0 87.657882 4.06416 23.053053
0 90.814809 13.134105 29.032761
1 91.586285 33.858332 35.404445
2 92.092977 51.353652 39.052072
3 91.573573 62.036989 37.161769
4 91.573573 66.706837 35.064204
5 91.573573 63.726901 37.198946
6 91.573573 63.94992 35.533803
7 91.633573 73.45539 28.620286
8 92.092977 64.360366 37.60673
9 91.633573 70.692745 33.453258
10 91.933573 60.73596 39.19717
11 91.592751 64.044135 36.032897
12 91.592751 61.576819 39.91726
13 92.092977 67.203983 36.310796
14 92.092977 54.833555 40.509094
