

gen best mean std
0 10.0 -83.8 29.825492
1 16.0 -54.84 39.308198
2 0.0 -35.7 41.551294
3 11.2 -32.588 39.22087
4 0.0 -29.1 39.321623
5 29.8 -18.19 36.100675
6 0.0 -15.6 33.266199
7 0.0 -12.8 28.638436
8 21.4 -9.886 26.605387
9 21.4 -10.99596 27.22665
10 29.8 -5.920408 20.292006
11 0.0 -2.57732 13.793645
12 29.8 -2.358763 13.005278
13 29.8 -3.713402 17.065813
14 29.8 -3.389691 17.536845
15 29.8 -1.548454 12.037511
16 10.0 -3.71134 17.190239
17 10.0 -0.515464 3.898489
18 25.0 -0.56701 6.881781
19 29.8 0.307216 3.010095
