

gen best mean std
0 0.0 -85.9 29.667996
1 0.0 -52.0 40.644803
2 0.0 -42.2 44.307561
3 0.0 -24.4 36.723834
4 0.0 -29.2 38.566307
5 0.0 -27.5 39.022429
6 0.0 -16.1 33.042246
7 0.0 -14.7 30.86924
8 0.0 -16.1 33.552794
9 0.0 -12.828283 30.352821
10 0.0 -6.734694 21.889123
11 0.0 -4.845361 18.617883
12 0.0 -3.298969 15.312662
13 0.0 -4.948454 15.997662
14 0.0 -3.402062 16.800012
15 0.0 -4.845361 18.617883
16 0.0 -2.371134 14.485912
17 0.0 -5.051546 19.0021
18 0.0 -4.742268 20.663868
19 0.0 -2.268041 12.883711
