

gen best mean std
0 24.169346 -86.654849 35.720585
1 27.054154 -50.028195 41.84991
2 25.412253 -37.330909 44.277183
3 26.437044 -16.142813 44.099446
4 26.437044 -0.734277 39.78859
5 29.489406 0.183174 38.249051
6 27.02501 5.860847 35.849537
7 27.556198 9.456578 32.55918
8 27.387436 5.785728 40.92106
9 29.241539 14.29169 27.504618
10 27.239246 9.408057 34.155842
11 27.392798 15.273987 26.063059
12 26.147159 19.723329 19.950585
13 27.681955 20.466504 13.793912
14 27.481742 18.975093 17.023268
15 27.212236 22.091254 13.832605
16 28.234083 22.839771 8.836626
17 26.49927 21.736744 15.557166
18 26.796789 23.081306 7.335434
19 27.656487 22.934625 7.766063
