

gen best mean std
0 93.501683 12.677797 31.758586
0 93.021683 21.675482 33.992594
1 93.501683 38.399151 39.218811
2 93.501683 56.688503 38.171712
3 93.936796 63.228856 39.861814
4 93.936796 65.764426 39.766679
5 93.890612 74.007084 33.490711
6 93.936796 72.402855 34.674452
7 93.936796 79.788327 29.554366
8 93.936796 79.390813 31.099789
9 93.936796 80.917149 28.281514
10 93.936796 86.83048 20.04878
11 93.936796 83.070054 25.911364
12 93.969651 84.871743 22.490968
13 93.936796 85.441833 21.919819
14 93.936796 87.417385 19.116492
