

gen best mean std
0 31.722066 -83.515048 38.386385
1 34.688609 -50.317705 44.558864
2 41.636723 -19.465334 41.019136
3 45.217254 -19.502872 46.553997
4 41.070697 -13.483844 44.738396
5 39.147983 -0.266036 39.799276
6 41.65813 3.208356 37.730102
7 43.417254 10.152675 33.745028
8 42.496733 10.758222 31.566051
9 40.552076 8.978495 32.333314
10 52.133067 14.634696 27.754278
11 52.416684 20.215214 17.516957
12 48.858814 12.497537 33.239195
13 50.367973 18.235796 19.41321
14 44.776214 15.132804 20.906123
