

gen best mean std
0 24.114537 -81.991857 36.892692
1 23.785673 -53.373815 40.916746
2 27.007604 -37.492959 39.616808
3 27.114161 -24.430683 40.572317
4 28.109571 -7.702061 41.726902
5 26.235465 5.611126 36.336715
6 27.243168 3.196244 39.143502
7 26.647473 3.898913 39.51096
8 27.974188 7.125687 40.231562
9 27.02501 14.606886 26.820406
10 27.964066 11.134827 32.20155
11 27.481742 19.642498 17.383031
12 26.895236 18.129501 18.858971
13 27.114161 18.560543 21.496315
14 27.002102 21.32295 17.313531
15 26.565689 20.523672 15.779582
16 27.201261 19.729553 20.009701
17 28.01204 23.347821 5.93131
18 28.417189 20.328747 17.084588
19 27.681955 23.125035 8.277856
