

gen best mean std
0 26.647473 -83.966661 35.751147
1 24.482918 -45.478434 45.044533
2 25.62139 -28.43487 47.957632
3 29.447528 -6.374967 42.726988
4 27.114161 -7.051694 48.154297
5 26.918996 -7.080836 49.646794
6 27.02501 -6.464043 50.803313
7 28.274228 0.072765 42.919262
8 26.804339 4.624151 38.809926
9 27.02501 5.709369 39.535578
10 26.607051 13.456236 31.587354
11 26.523942 18.767257 21.508607
12 27.199933 16.043467 26.184058
13 26.946646 19.92549 18.902431
14 27.114161 18.391636 19.814155
15 27.369389 19.781542 21.900248
16 27.114161 18.16902 23.988057
17 27.369389 19.635379 18.679411
18 27.002102 19.326919 19.269064
19 26.745038 22.978231 5.606147
