

gen best mean std
0 90.817201 4.352608 21.341123
0 87.923843 17.779858 31.15745
1 88.709357 27.667694 34.790178
2 88.709357 47.988499 38.849474
3 90.113074 54.366483 39.732322
4 90.860518 57.650972 39.786862
5 91.469013 58.27327 39.29785
6 88.544133 65.335988 34.805605
7 90.860518 64.438277 35.921609
8 89.894823 68.938311 33.952246
9 91.453561 63.103728 37.411188
10 92.092977 66.715857 36.05813
11 91.453561 66.400546 35.119244
12 90.379688 67.639836 34.390453
13 90.379688 61.474663 38.630103
14 89.382264 57.470015 40.812225
