gen best mean std
0 -27.08664041996063 -95.37934047794974 18.89513483654883
1 8.730723885105046 -78.9721584618841 39.153786047549964
2 12.990376784811836 -76.59101959686288 40.559122459223104
3 14.1041303551154 -78.71538693651138 38.60467649804113
4 19.57101440972812 -76.09820083245991 41.55336827134921
5 10.68407332507919 -77.83291946465131 39.80038506106762
6 11.057371334948504 -74.9527531996532 40.80428482671989
7 12.061810808762885 -78.08039169295836 39.7537189680902
8 13.550025089854591 -76.66093303295426 39.39055139747807
9 13.888715818958943 -80.28148937353254 36.78377727806345
10 9.311896779207155 -77.11037244589512 39.51458200692856
11 24.8944639944995 -76.26001010595297 40.41869658851133
12 19.57101440972812 -77.80382406545516 38.79785812939684
13 16.12933947833127 -73.6736291886625 42.91429820282805
14 5.954671584693374 -77.63552457882778 38.302720132924925
15 7.3427639632958055 -75.57223359690612 41.106476379272635
16 10.681098934185911 -76.47509257393567 39.859624520435354
17 19.01023642658408 -77.42969909431183 38.42100668657963
18 18.956233548587 -74.87336807025297 42.59105434418084
19 0.4987427152148145 -76.82463323201284 39.5439279183008
