gen best mean std
0 92.16878821817863 11.771112001574451 26.811182976334695
1 91.96878821817863 24.768694765677633 35.000607362576474
2 92.65873645484157 54.169427798108224 35.78346829926577
3 92.65873645484157 44.02967265596763 35.92065277067543
4 92.65873645484157 59.09424108524914 37.510910105512544
5 93.33616819497439 54.64262341243629 37.316941891646486
6 93.33616819497439 60.622979625054604 34.92172525042228
7 92.65873645484157 56.49690969773079 33.799914452301905
8 93.33616819497439 68.23723022314881 29.401561832410184
9 93.68001907417187 68.1000438121814 32.08614744140771
10 93.68001907417187 65.48501545159189 35.06764725764025
11 92.8769900208616 64.9920172392885 34.19114311641002
12 93.54250462797222 68.0347997205873 34.439256632321076
13 93.33214184093667 66.14484629708353 34.282252094505786
14 93.33214184093667 70.03652462077027 31.377660911365105
