gen best mean std
0 89.40873816020958 7.39874034488502 24.082565262046547
1 92.21598249381267 14.640643937885095 28.115868396786293
2 92.21598249381267 25.272923239935906 32.077113267300376
3 92.1238995977956 34.79488711883979 33.04165162428144
4 92.17703951986407 42.226582212029626 35.76860452531521
5 92.17703951986407 48.44386755599572 37.352706130272
6 91.11667761151175 41.51238033400488 36.02770800926062
7 91.11667761151175 44.04920960120965 40.79764223793975
8 92.18234767677737 48.81801956103612 38.19615946657543
9 91.53105438238983 57.313726727637466 36.73930306559206
10 92.47520306650937 53.99641178314018 36.73593450919734
11 92.4328282285399 54.64612534012457 38.24741775132127
12 92.18234767677737 60.880496454983316 34.782288801377156
13 92.18234767677737 56.828432195601756 36.356363062347654
14 92.05003982910276 58.45971442823311 36.461220541462694
