gen best mean std
0 94.03719807741365 20.419809200802284 36.0966598959224
1 93.58183729848226 35.91336387411155 41.055724271529606
2 93.93679627126203 46.17993871245263 41.42953445265564
3 93.71250552318656 50.28844504440293 41.958821525083984
4 94.04278772623589 62.78038318540397 38.88637708989836
5 94.00506424239103 68.65692492104179 36.51304694815196
6 93.93679627126203 72.95389764690043 32.8802105298994
7 94.27740496697304 69.99662311356406 37.143539292549804
8 93.93679627126203 75.82962469414254 31.546955995174496
9 94.15719807741364 65.97096878582931 37.93681534357743
10 93.93639337829168 63.013905879288416 40.64521437751699
11 94.05639337829167 72.484345704013 35.42445079181524
12 94.24326625757944 64.89123340486395 40.089572452070946
13 94.41014399275048 64.47035538319271 39.14556044197833
14 93.93679627126203 65.6467624047949 40.17554862192174
