gen best mean std
0 -6.1898761378602245 -77.4898619596169 35.644601512996836
1 -14.998663729360796 -86.48139231751865 30.75981377806327
2 -17.277846505822325 -87.15484512430626 30.868707466249848
3 -18.764671178957197 -86.90954765104621 31.873109649043936
4 -17.01761440121101 -88.04542719954611 29.58241539789694
5 -5.648256247800489 -86.04340530869538 32.485123648732944
6 -7.014354605354647 -85.45390346066561 33.061315058235
7 -18.301938765661998 -85.39880035439325 32.05563168299017
8 -15.133809648914175 -87.36268263617077 28.68672799492397
9 -17.511559341090944 -90.70720801706285 26.353420877584576
10 -19.300620240684292 -84.61179754470274 31.95602777529316
11 -13.988106216266495 -86.25932385369582 32.37252180738452
12 -13.383419008292908 -88.57804962840234 29.083726785956355
13 -6.615104806025412 -86.72480492284663 31.186769797566242
14 -17.097345778717845 -86.11074009515629 31.61969451219248
15 -16.515463276042468 -86.4954849683786 31.92952455331597
16 -7.150911987261246 -87.16607740531052 31.76188483215379
17 -18.530360860373555 -86.67125167176906 31.429572570650382
18 -12.709793352530806 -87.26640118906336 29.93031335230821
19 -9.175170953613694 -85.29684823340068 33.67873050562869
