gen best mean std
0 92.04317193830046 7.894236354739069 28.253165516795463
1 92.45092391510478 32.19976844644869 37.145150041067254
2 92.53357331188757 42.86639524227161 37.36639210948028
3 93.32772932632852 53.59753520604769 37.67377561511933
4 93.17504998251859 52.579878562654095 40.34012578145418
5 92.72772932632853 55.74348298343216 35.59240635849264
6 92.64317193830047 63.79331897318609 33.4338533987257
7 92.69466846406765 65.16502153740423 33.324205319464625
8 92.9361681949744 65.1060065453736 32.80474813128033
9 92.64317193830047 53.356206091656084 37.54320237216071
10 92.68657125383503 60.66479393160911 37.46858963633616
11 93.01261419415926 72.64372742804512 27.55792534226017
12 92.76627799644577 69.76786085246503 32.33962412171444
13 92.76627799644577 73.15646954420356 29.871497197708866
14 93.32772932632852 72.45374611199314 31.176155243762082
