gen best mean std
0 -30.0 -89.5 20.11839953873071
1 0.0 -90.0 22.693611435820433
2 0.0 -90.75 20.296243494794794
3 0.0 -90.25 22.74725258135584
4 0.0 -88.5 24.14021540914662
5 0.0 -90.75 21.258821698297393
6 0.0 -91.25 20.27159342528357
7 0.0 -91.0 20.591260281974
8 0.0 -89.75 24.237109976232727
9 0.0 -89.5 24.387496796514398
10 0.0 -89.5 23.553131426627754
11 0.0 -90.5 22.46664193866097
12 0.0 -89.0 23.853720883753127
13 0.0 -90.25 21.270578271405785
14 0.0 -88.75 23.57832691265434
15 0.0 -89.25 23.3866949353687
16 0.0 -89.75 24.44253464761787
17 0.0 -90.25 22.637082409179854
18 0.0 -90.75 22.2920950114609
19 0.0 -90.0 24.08318915758459
