gen best mean std
0 93.47599331292321 14.737462685408014 32.52878037115319
1 93.27425332628681 38.207376420173716 42.06010644633659
2 94.16956741322127 43.84185413068718 41.30811598025058
3 94.15719807741364 57.303060000269355 40.13119852698064
4 94.06013357217581 53.977582313314315 40.836317614765434
5 93.98278772623588 70.84831472292686 36.203283775357534
6 94.05766574803519 69.39391228504316 36.08872923424131
7 93.93679627126203 77.28657209127526 30.713802930530843
8 93.93679627126203 69.93032916129278 37.2714186480596
9 93.93679627126203 74.16522995357668 32.76544207968949
10 94.13859563501555 71.16907838687455 35.36755818180315
11 93.94094470078548 63.98545514263248 39.35724794147317
12 94.15109579777979 77.78222193750653 30.758228631166954
13 94.1776657480352 74.22104804048196 34.7702716989828
14 94.22341372532799 71.36227276608344 36.195599387376376
