gen best mean std
0 -15.112232014294767 -91.00200674401036 31.53174974838966
1 -13.466261720767527 -91.52593275570997 27.78529945913912
2 -13.37253505232776 -90.64958643544529 29.133401850099474
3 -10.898137634054336 -90.494084636071 30.730968834461624
4 -11.502824842027941 -91.08399484666474 30.267767904221326
5 -7.702414943991105 -90.2978331181094 28.42427965260646
6 -18.189116343043175 -91.65390420967876 28.044504808879484
7 -13.289692339853138 -89.9647797426543 30.585503130250853
8 -6.791145106770292 -90.05813096968862 31.657697191137522
9 -7.8681003689403415 -89.75245727861542 31.444096162866664
10 -14.449490314497808 -91.57026874667068 27.33850951262786
11 -13.206849627378523 -90.70416112121015 30.136609483650158
12 -13.549104433242148 -91.3357924295349 28.72667249894824
13 -8.271959055517796 -89.35439783897012 32.088255772756696
14 -15.040273257785293 -91.92305980642789 28.696730622141576
15 -11.502824842027941 -91.33465446732681 29.214220889415305
16 -6.791145106770292 -90.00800908465077 31.37791046902917
17 -18.271959055517797 -90.97162980991547 28.83971495913818
18 -9.339869909381441 -89.83015777891505 30.595680015585568
19 -12.554991883546716 -89.82684007387618 29.163177318641537
