gen best mean std
0 -23.988106216266495 -92.78344937782586 25.201398246635055
1 -3.052868169616791 -91.956906550114 31.42653764592562
2 -12.004690649068943 -94.76363220140017 26.23229069376209
3 -13.05286816961679 -94.40632181400821 27.286689475067543
4 -12.418904211442044 -93.14001236433486 29.07988613948482
5 -8.271959055517796 -93.80966539986439 29.130811648653236
6 -3.13571088209141 -91.74930954238741 33.48732246740559
7 -6.377202420178573 -94.17852318830641 28.460741869638795
8 -4.763189130318551 -94.96726577344299 27.96229625969091
9 -18.84015407565262 -94.88736821575867 26.277705846891415
10 -6.449419381076172 -93.7947716926496 29.362438259169895
11 -6.958751222494179 -91.74927621285467 31.185392322390925
12 -8.613684781211912 -94.05000818329668 28.137833479291615
13 -3.6327671569391233 -93.07513410945424 29.482960657506
14 -10.562692915139127 -94.64779452601407 27.263326873743686
15 -11.963011892550089 -94.91705735658203 25.808967422902104
16 -5.92298710496323 -92.40506059790238 30.40974317603363
17 -15.703014957582246 -94.22730839830145 26.58464189548831
18 -7.03967324419415 -93.01306686834943 30.30571106631015
19 -9.44083433727873 -93.9590150817368 28.19978186312089
