gen best mean std
0 88.6301190770195 5.436015777007324 24.467871340761825
1 91.22234767677737 18.46555867925801 30.677717614533584
2 89.89106227384335 24.56222027150182 33.34206435179259
3 91.49606371931283 43.96529716370029 37.09164870438423
4 92.55282822853991 45.472121908791706 37.617482044887225
5 92.55282822853991 43.06810164257161 37.997457359667806
6 92.62506424239103 42.27670582126112 37.32480905747808
7 90.53353194306673 41.68360458653377 36.90693182328004
8 91.24700044143628 44.77323405048559 37.21787997746364
9 91.22661051127251 50.43294549045243 36.875107167723506
10 91.36964054567596 49.18889319193612 37.60512975864882
11 91.64355803717008 57.27901312515691 35.2864205678516
12 91.36964054567596 54.857102358563836 34.72327751286765
13 91.78226421822039 55.82558732480803 37.34312112009112
14 91.78226421822039 52.47082047927659 37.04620189896551
