gen best mean std
0 89.52322890233346 4.2191896202663335 19.807526062839376
1 89.1266105112725 16.621940100793857 30.689219050551188
2 92.28687189361194 21.680635835401258 33.2413010760992
3 90.68660195700339 38.433353436737605 36.29255527898798
4 90.01968822339262 47.379455166448615 39.28814565990601
5 89.81598249381268 38.22952474463733 37.31302504435612
6 91.53389596854987 36.24288997892717 38.532946427328156
7 91.11946701359933 47.857676983034686 37.83118773687251
8 90.92661051127251 52.90881442335411 39.253558582355694
9 92.5396882233926 59.50202110601572 34.59264083445326
10 91.78226421822039 54.56249495763425 38.31384400466119
11 92.0596882233926 50.154753952393335 38.37650297593375
12 91.87106227384334 57.789895097884916 38.23434830464573
13 91.87106227384334 50.35225552994144 38.66668755053879
14 91.19302464366021 52.749654106951695 39.44582294648047
