gen best mean std
0 10.25455765593689 -82.95806838515111 33.61013091279964
1 22.078957441385107 -74.46616294268654 38.68486819942867
2 25.68255127089494 -74.5214227484412 40.344715859181655
3 25.057972096339675 -71.73479035892902 39.51500667192958
4 21.328849034610876 -73.67264047163073 39.15846953387779
5 24.63542282434928 -74.6375713779636 40.80501214991237
6 24.59819603666991 -71.61620430028928 42.549837039932974
7 24.218376214340232 -75.88743826044256 39.96430816637515
8 27.720507707623526 -71.11395589909662 43.87254925665699
9 24.63542282434928 -74.862419208901 40.41065565272497
10 26.17791249939302 -77.608416115187 39.60130040517121
11 21.75762503360273 -73.32705425231892 41.17249068618696
12 25.298239200439575 -75.21564484396673 40.31950659423593
13 24.59819603666991 -74.1891193467412 41.84872809452348
14 22.164563270763345 -74.14416285845199 40.797165951515794
15 23.784732587220645 -73.90025416890842 40.091730600519874
16 22.541774452559224 -73.28442011439806 43.34526422095181
17 23.52629238005452 -75.99486252635616 39.50478233776045
18 26.339795833046544 -72.89642167186948 40.76710425257394
19 24.892728860528866 -74.23100711360388 41.38365618755623
