gen best mean std
0 91.42791083107561 14.581732716883193 30.569208581739222
1 93.2728282285399 29.63927944071791 37.05436402477521
2 93.93679627126203 45.56916252150404 39.94499184859973
3 93.45964417492168 55.725356067497025 41.363971257061905
4 93.61109579777977 64.02996534423248 35.83893265577641
5 93.93679627126203 57.854348296413725 41.95620375592933
6 93.93679627126203 57.96242020779188 40.659376986385865
7 93.7552140260765 61.69095466910377 39.88894324509048
8 93.93679627126203 66.10709388170447 36.7638447736647
9 93.85168626269771 61.72074273864688 40.98680590849563
10 93.93679627126203 69.18375631226347 36.56855585726224
11 93.93679627126203 74.4089683712842 33.38426866874655
12 93.93679627126203 70.22541886291397 36.90684192600491
13 93.93679627126203 74.07227125291894 32.61226470873125
14 94.13859563501555 74.35531113387428 33.55273812710509
