gen best mean std
0 26.17791249939302 -67.93126513640132 48.23325081250096
1 23.791637730069507 -78.45832165010151 40.3375161509952
2 24.047008109160103 -76.03976062642523 42.7307147882407
3 24.40700354559762 -79.29394464843857 39.91084198193846
4 24.922767164640145 -77.19669453989697 41.25880033515265
5 26.016134698926262 -77.74268754121358 43.004844610218704
6 26.816125348710194 -76.46221342243813 42.45869211796385
7 23.45966931596209 -78.05922229924265 41.5767299128249
8 24.665376185818765 -76.63463584650432 41.59697673042235
9 23.668065566648096 -77.89666114211347 40.298240262238295
10 26.74503830309544 -78.83002491666853 42.01743972640115
11 25.046459788253188 -77.35845000771658 42.94573052152475
12 24.643484161524686 -77.46272130687274 42.255585975923026
13 26.34176880745381 -75.48502580897811 42.76039674592101
14 25.863629704721237 -76.91084277492048 43.550701851692644
15 24.30183939631796 -77.04298179874223 41.98234003123522
16 24.482917830144256 -76.77809955229958 41.20046275819453
17 26.65719280056925 -75.67826470496522 43.30499102889683
18 23.922307033205776 -79.6022675942123 40.07187098070757
19 24.914568727048913 -75.29922377273589 42.67136325657137
