gen best mean std
0 0.0 -66.5 37.45330426010501
1 0.0 -62.75 40.31051351694741
2 0.0 -65.5 37.944037739808344
3 0.0 -63.25 39.39463796000669
4 0.0 -65.25 38.79352394408118
5 0.0 -70.75 34.81289272668963
6 0.0 -66.5 37.71935842508459
7 0.0 -65.0 38.40572873934304
8 0.0 -64.25 39.29933205539249
9 0.0 -63.0 40.07492981902776
10 0.0 -64.5 39.17588543989785
11 0.0 -65.5 37.81203512110926
12 0.0 -69.0 36.52396473549935
13 0.0 -68.75 35.36859482648413
14 0.0 -66.75 37.03967467459724
15 0.0 -65.0 37.94733192202055
16 0.0 -65.75 37.74172094645394
17 0.0 -64.25 39.10802347345107
18 0.0 -62.75 39.30569297188386
19 0.0 -61.25 40.32291532119174
