gen best mean std
0 92.13357331188756 10.692989985295112 29.24672783793284
1 92.64317193830047 38.12839833006803 40.32921062564655
2 92.6825471035353 55.32297996957787 35.05221639137986
3 93.17504998251859 49.14374478822908 38.822462672326246
4 92.68657125383503 63.23069029781849 36.56845680311695
5 93.17504998251859 55.37469779865123 40.41740808672586
6 93.13214184093668 57.136603639900194 38.31203687709534
7 93.54250462797222 62.39301428177165 36.30096991394102
8 93.54250462797222 56.1979200667858 36.33980394162442
9 93.17504998251859 63.80255484407271 35.6251854874899
10 93.32772932632852 66.22816826678313 33.924869726536606
11 93.17504998251859 63.39754075029524 35.60280414344629
12 93.54250462797222 63.29754651275389 35.13390497647204
13 93.14041448585584 65.58555108165551 36.27951593978336
14 93.17504998251859 63.96079247217756 36.00838982889102
