gen best mean std
0 0.0 -84.5 28.892040426387332
1 0.0 -86.5 26.97684192043242
2 0.0 -88.5 23.93219588754864
3 0.0 -84.5 29.744747435471695
4 0.0 -85.5 27.56356290467544
5 0.0 -85.5 26.7348087705897
6 0.0 -86.75 25.23762072779445
7 0.0 -85.25 26.738315204963833
8 0.0 -85.0 29.068883707497267
9 0.0 -86.25 27.720705257983607
10 0.0 -87.25 23.76841391426866
11 0.0 -87.0 25.903667693977237
12 0.0 -85.25 26.550659125528316
13 0.0 -86.25 27.082051251705437
14 0.0 -85.75 26.8223321133715
15 0.0 -86.75 25.728146066127657
16 0.0 -85.0 30.659419433511783
17 0.0 -84.0 29.0516780926679
18 0.0 -86.0 25.96150997149434
19 0.0 -86.0 27.09243436828813
