gen best mean std
0 93.00317426885356 16.21741322906631 34.4969638304492
1 93.26751081973137 27.954028496089187 38.38442963127323
2 93.7018853407695 40.14404939845298 40.58514220809942
3 94.0350499825186 50.19931456688043 40.94238336495736
4 94.10278772623589 59.727379735494836 39.25508842055023
5 93.93679627126203 64.45452448386918 38.39343670665054
6 93.93679627126203 61.730955340209455 38.31188606476096
7 94.10480267679885 69.78170556490782 36.19175968146464
8 94.35173296930546 70.01583088253382 37.292011994815596
9 94.09065437104557 67.62734340500135 35.79175577888379
10 94.16814186652394 77.94292950444539 30.289423193276477
11 93.93679627126203 73.39918853496806 34.31311225733473
12 94.09740496697304 72.5539203319039 35.50396856749967
13 94.30670840550223 71.86208469462574 35.29797093958367
14 94.02965087177826 75.17885393976691 33.31881826549235
