gen best mean std
0 91.21003982910277 5.819889495060377 22.18554244910406
1 91.7449280777976 20.77838149574702 30.903757860107042
2 91.81092391510481 27.196698307603594 34.76353042012044
3 92.17703951986407 36.96221620555678 37.84724161479371
4 92.17703951986407 38.29377465422115 38.43925177226094
5 92.17703951986407 41.973716931671 36.753803349941094
6 92.17703951986407 50.11913879149909 38.4014197660502
7 92.56626786119732 60.73136115575874 35.24325846075243
8 92.01167900420624 48.55761220797689 38.142880706632354
9 92.01167900420624 49.11864717809467 38.76516850898588
10 92.56626786119732 51.74258958254873 38.120689672178976
11 92.56626786119732 49.66819091704477 38.1539972820508
12 91.99703951986407 52.48115425095471 38.94336138763522
13 91.99703951986407 50.987282565591634 34.69012360760364
14 91.99703951986407 52.428764378344766 36.47870213840946
