gen best mean std
0 90.3422642182204 3.435726110752291 18.65151074285403
1 91.37075241723565 23.393495318053066 35.99337624210273
2 91.59667761151174 34.57115016625355 36.553518191863226
3 90.38957298262517 37.755887529326436 38.003233968137884
4 90.38957298262517 51.93244388399552 37.62466139147632
5 91.79075241723565 57.89320901892982 38.470568882513284
6 91.32990021702646 53.95907793227957 37.54121837610762
7 91.91354799471559 57.96570413544003 38.94849277836887
8 90.6866105112725 51.39915480733769 39.03901736333643
9 91.96964054567596 51.56404523452353 38.79723519030879
10 91.91354799471559 57.152920545591776 37.56382671058208
11 91.32990021702646 54.29635086968841 38.97917019045429
12 91.91354799471559 59.82733713948637 36.18864364295211
13 91.91354799471559 63.376811957191634 35.684832963879074
14 91.91354799471559 56.88172538318857 35.126545136753364
