gen best mean std
0 91.04518926293741 7.314701081317087 26.67551553657152
1 91.99925648420769 17.06583527185717 28.342441643067016
2 91.04518926293741 21.46467578578053 32.008214373536845
3 92.5009447007855 26.659848069453773 35.87839131131869
4 92.5009447007855 30.674986810379597 36.87002008059312
5 91.76628484395721 31.123871478374376 36.201333210079326
6 90.99105438238983 43.53167083586266 37.86341259797561
7 92.29052820481506 49.014386348254284 40.50494640513371
8 91.04518926293741 41.972687285782015 39.24218607904119
9 90.99105438238983 42.60639396619053 38.04218258413112
10 92.28010264645957 42.72318464262265 40.0000193934958
11 92.28010264645957 44.84167546514486 39.00854539581858
12 91.25075241723566 43.236715392381775 40.43029926225488
13 91.01075241723566 43.80935012330161 38.09376216461018
14 91.94628484395722 51.5486151202544 35.824157210739166
