gen best mean std
0 91.27936107665805 13.99171706184717 31.150800329220225
1 91.82835394814498 36.020002987937666 40.539576541143376
2 93.81639337829168 31.295419126743003 39.07247802120966
3 94.20965087177825 48.413459170886654 40.20768726830384
4 94.31833644349734 61.05944027694636 38.9303612184411
5 94.08965087177825 64.05113279407098 38.953290768824516
6 94.03719807741365 60.833153395154014 41.215599898450876
7 94.03719807741365 71.10591093622466 34.461912814174845
8 94.16480267679886 61.53406119361423 40.382401706233935
9 94.09109579777979 63.973398261971944 38.86772271311206
10 93.99639337829167 69.91047230652985 37.12958489869572
11 93.93679627126203 67.63739774941456 37.519280719562914
12 94.0646788846423 73.9703402660482 31.85689832435655
13 93.93679627126203 66.77442527378274 38.1005843264443
14 94.31730981109511 69.6671649617584 36.82449532958399
