gen best mean std
0 -21.072611887089753 -93.95401515700696 25.85924499829936
1 1.172110942916742 -90.97780543704116 30.06649556262443
2 -15.244350031486363 -93.10378613439424 26.537965882709738
3 12.318745456331989 -92.35548510479414 28.38831051928843
4 -9.355185610843193 -91.8160083142279 28.64950186677746
5 -17.48196158824639 -91.26448045792864 28.28001165446943
6 -5.139970893498315 -91.4406168986694 29.074386549732814
7 -6.200891243652315 -91.2652486402202 29.35979953137967
8 1.0456949966158717 -91.39522223129013 28.644383295552462
9 -10.785673024587615 -92.28996026229478 28.8096601847815
10 -16.06171126860472 -91.99582808784527 27.654342569480765
11 -7.4435319307716 -92.62146889419714 27.245964409491428
12 15.589702703399507 -90.30254686375562 31.898925069761514
13 12.021645622883195 -91.57535680494854 30.045920147637332
14 10.189945274486995 -92.26946020436932 30.94843553214805
15 15.79134978248046 -91.7811238832675 29.38291904178274
16 10.21726787186968 -91.4199483462391 29.670536396828712
17 -16.31019728894298 -93.07488815312615 25.526329660832157
18 12.426406871192851 -93.04653673004205 26.0873242992278
19 13.37660173750074 -90.02717622867996 31.529868082420908
