gen best mean std
0 0.0 -80.5 31.697791721190924
1 0.0 -82.75 29.153687588365216
2 0.0 -85.75 23.757893425133467
3 0.0 -86.0 24.779023386727733
4 0.0 -81.75 28.096930437327135
5 0.0 -83.25 26.49410311748635
6 0.0 -81.75 28.97304782034503
7 0.0 -85.0 24.899799195977465
8 0.0 -86.25 24.66652590049924
9 0.0 -83.75 28.86931762269417
10 0.0 -83.75 29.29910408186571
11 0.0 -82.5 29.13331426391443
12 0.0 -83.75 27.900492827188554
13 0.0 -83.75 26.71025084120327
14 0.0 -83.75 27.630372780691904
15 0.0 -82.5 28.96118091514916
16 0.0 -84.0 26.43860813280457
17 0.0 -83.75 26.33320147646313
18 0.0 -84.75 25.689248723931186
19 0.0 -84.75 26.738315204963833
