gen best mean std
0 92.49405452609942 10.91678961450893 30.85560559554472
1 91.93357331188756 35.996685124887286 38.88158900529073
2 92.53357331188757 53.95949835647989 34.823065889960155
3 92.64317193830047 52.41315770361354 37.169702534798866
4 92.65873645484157 61.39784762234978 35.728971831390155
5 92.6825471035353 57.86896881767108 36.23185405110382
6 92.65873645484157 60.92552578121518 37.357480204797184
7 92.93214184093668 58.098578513488384 38.002005502471754
8 93.01261419415926 51.37881654194682 40.39994688910765
9 93.01261419415926 55.725556928677975 39.83672455377543
10 93.17504998251859 60.22660975398192 36.78125941305871
11 93.32772932632852 70.96634531181284 31.257265040203514
12 93.32772932632852 67.55578250436655 32.99423229387758
13 92.90669517527552 71.40059617588032 30.897493617567545
14 93.54250462797222 66.87725511857167 34.579491650680346
