gen best mean std
0 91.84317193830047 8.065129521618335 27.862206092730922
1 92.48801221164345 39.9352676254721 37.97571886436155
2 93.17504998251859 46.21344184620051 37.340893393768766
3 92.71859563501553 51.078536568195695 38.95093218851628
4 92.53703951986405 54.53644894885086 36.629980795173886
5 92.64317193830047 64.33211905549432 34.27941895002236
6 92.69874178945527 63.07570429661127 37.648777490821715
7 92.71859563501553 60.90893690614352 34.501282456574586
8 93.11936107665801 66.39270377751356 33.72414223882517
9 92.65873645484157 60.03015985221898 36.6621787078437
10 92.64317193830047 61.70617806117439 37.935072146624705
11 92.94041448585585 65.40079739111388 34.831890080598
12 92.7750499825186 66.12767047384531 34.59075276798094
13 92.77611947915372 62.085906080415036 37.93020374410334
14 93.10669517527552 68.22605642032953 33.12496497670998
