gen best mean std
0 91.84317193830047 10.08310188881768 27.71406256355852
1 91.85873645484158 29.569798833987566 36.91128278762146
2 92.65873645484157 49.351527694117465 40.460118948553976
3 92.64317193830047 52.220582569520936 38.57954179176267
4 92.76627799644577 58.99980872244785 34.8328305635634
5 93.01261419415926 61.55653374893699 36.524025543650026
6 92.96627799644577 58.540042313824834 37.93247560608297
7 93.01261419415926 65.50978693196993 33.490901937986806
8 93.33214184093667 67.96444965013274 31.54845013095535
9 93.54250462797222 59.700079613816825 36.08489062552797
10 93.01261419415926 66.53477145617849 31.101776790499652
11 93.13616819497439 71.4414741217993 29.794881326909366
12 93.33214184093667 67.52725985205024 31.68222740989334
13 93.54250462797222 67.91242584702592 31.880738920292607
14 93.54250462797222 60.33997018741908 36.56088523776611
