gen best mean std
0 93.80278772623589 17.361739950344752 34.44099960301326
1 94.1637541946517 30.136869335242427 39.49220637057016
2 93.73109579777977 50.35882383413378 40.063213167426944
3 93.93679627126203 53.19501667825388 40.989383433243596
4 93.93679627126203 62.58752266930481 39.98976258492255
5 93.93679627126203 68.71630655256378 36.774567239727844
6 93.93679627126203 74.67899568925701 33.28382957435197
7 93.99679627126201 73.93382497156506 33.85564129992961
8 93.93679627126203 79.36699072137714 28.801663090678556
9 93.93679627126203 75.76020445732847 32.69539188527142
10 93.93679627126203 75.19750082061897 34.87699169923073
11 94.16278772623589 72.78325768638202 35.3218921739398
12 93.93679627126203 66.9737340559806 37.214641267674594
13 93.93679627126203 67.66158795243737 38.42630013544841
14 94.1517323025988 67.93379857621659 37.38490899698977
