gen best mean std
0 91.3249280777976 15.370902760219417 33.891038365368644
1 93.3928282285399 35.70250403898688 40.07709777393093
2 93.3070431491098 50.26965660632534 39.61552280815461
3 94.10278772623589 54.96170058199586 38.55494931543013
4 93.98480267679886 72.80866718334431 32.694878419053694
5 93.89061166337203 64.53111836653798 39.37777906632438
6 93.93679627126203 69.43390217977604 36.769891126264405
7 93.93679627126203 65.48508171548904 38.477593682092426
8 94.18326625757943 60.9636597389885 39.15914789364311
9 94.15719807741364 68.81458714202975 36.56389219316879
10 94.15719807741364 71.91940779480653 33.86043579663295
11 93.93679627126203 72.16585358360885 33.326574657613605
12 94.35246554954443 70.06093839147007 36.42619701535847
13 94.05732261812773 71.82760590309164 34.43827015285868
14 93.93679627126203 70.23979500387425 36.05163040940714
