gen best mean std
0 0.0 -85.6 28.57691375918681
1 29.80000000000026 -59.302 34.236722915606286
2 17.80000000000023 -53.321999999999996 36.755036607246105
3 4.0000000000002345 -40.06 32.89918540024965
4 17.80000000000023 -26.754455445544554 32.33808876695561
5 56.800000000000324 -28.162376237623757 34.16596317825755
6 43.000000000000284 -32.79207920792078 34.54415937842523
7 21.40000000000024 -29.997999999999998 31.787953630266934
8 11.20000000000023 -33.56435643564356 38.139882154045
9 29.80000000000026 -30.28399999999999 38.03205153551412
10 25.00000000000025 -23.698989898989893 30.96101652779254
11 30.400000000000258 -23.30707070707068 32.902025520299475
12 48.400000000000304 -17.44799999999999 29.64881272496424
13 28.600000000000254 -22.71399999999999 34.00523789065445
14 8.20000000000023 -17.817999999999998 27.24318769894593
