gen best mean std
0 93.50168263345198 16.861949758046514 34.79298192843826
1 93.80385026742617 49.30871064760864 40.83943565694488
2 93.50751081973137 47.055253165181405 42.367866005728914
3 93.93679627126203 64.76997794610996 37.16360986556472
4 93.93964417492168 68.56364410059436 36.26108733486268
5 94.64480267679886 73.80274707350762 32.703466910749505
6 94.64480267679886 72.36499310958793 32.90487852531283
7 94.37051384715858 74.99490160917875 33.81914072616816
8 94.4037541946517 71.17792606851913 36.964198875212524
9 94.15109579777979 67.90943028299785 37.944004816377365
10 94.02965087177826 78.05623978852597 30.769212455646645
11 94.10278772623589 72.48046630740953 34.83280189296901
12 94.38216020004909 79.55828357462495 28.415293639854543
13 94.2227877262359 82.60887846375897 26.294136697008742
14 94.27719807741364 71.32277578595445 34.78576101756154
