gen best mean std
0 90.80660195700338 6.4841768932545225 23.547159482780234
1 90.80660195700338 26.31506637540857 35.32351837768855
2 92.09297711225776 31.334154549284452 35.89727150429861
3 93.26889138314543 40.131892761758046 36.65221293407469
4 93.26889138314543 48.157620874612306 36.71172625235617
5 91.70628484395722 39.09670305638822 36.92762737798983
6 91.4822642182204 49.36229095340076 37.17158717916825
7 91.32667673282853 47.12394839838383 38.736418233415186
8 91.3862779964458 54.61821676096514 37.17493176074879
9 92.99250552318657 62.822483824790204 33.60168275952824
10 92.32183729848228 57.00671546627759 34.40492581867413
11 92.32183729848228 63.413081564113845 32.484857257893616
12 92.23645558296866 63.74057996247793 33.050680025347646
13 92.23645558296866 64.90962668031285 33.6511236945107
14 91.89946701359932 58.09883270083205 36.06060652693497
