

gen best mean std
0 87.319358 5.000881 24.567246
0 89.810389 13.906187 31.343239
1 89.810389 27.798487 36.18257
2 89.630389 40.604488 39.496413
3 91.542264 59.824279 39.921143
4 89.630389 62.497535 37.293997
5 91.542264 66.075041 35.175636
6 89.993548 68.406065 34.177978
7 91.542264 68.990974 33.913673
8 90.986602 69.134106 33.665792
9 91.542264 71.608727 31.699803
10 90.986602 67.746237 33.940557
11 89.810389 73.74807 30.28266
12 91.586285 71.806633 31.789682
13 91.526285 66.050177 36.732061
14 91.542264 69.595813 32.899211
