

gen best mean std
0 87.139358 8.109293 30.633629
0 89.366611 25.267711 39.32325
1 90.874809 48.704586 40.526924
2 90.874809 72.219403 32.614868
3 90.063229 67.399918 35.797623
4 89.899688 70.905648 32.836073
5 90.29642 76.000025 27.66749
6 89.033548 72.768531 31.347273
7 89.899688 75.358414 29.291449
8 90.29642 83.227444 16.138297
9 88.613548 83.185623 17.390925
10 87.156954 80.160449 22.515077
11 87.259358 81.736582 20.21896
12 87.357882 84.206155 14.356044
13 87.537882 79.850616 22.599452
14 87.657882 81.766762 19.615397
