

gen best mean std
0 0.0 -88.6 24.41393
1 0.0 -59.2 39.690805
2 17.2 -35.762 41.686849
3 0.0 -29.9 40.062326
4 0.0 -24.6 37.826446
5 0.0 -21.0 34.914181
6 0.0 -13.6 31.321558
7 0.0 -20.2 37.066966
8 0.0 -13.6 32.388887
9 0.0 -9.59596 26.587731
10 4.0 -7.510204 24.844104
11 22.6 -6.158763 22.756333
12 14.2 -1.193814 8.472756
13 0.0 -3.71134 15.880974
14 10.0 -4.948454 18.451592
15 8.8 -2.692784 13.344787
16 22.6 -0.503093 6.534673
17 25.6 -2.313402 13.573592
18 23.2 -0.835052 9.449334
19 26.2 -1.917526 13.921748
