

gen best mean std
0 0.0 -86.1 28.38644
1 0.0 -52.3 38.544909
2 0.0 -32.8 41.811003
3 0.0 -21.2 34.907879
4 0.0 -17.3 31.396019
5 20.2 -10.998 26.62939
6 8.8 -12.212 28.401434
7 22.6 -9.474 27.791202
8 8.8 -14.012 29.282047
9 20.2 -10.09899 27.138081
10 20.2 -6.022449 20.587729
11 0.0 -5.051546 15.473537
12 0.0 -4.329897 15.121993
13 27.4 -7.243299 23.716891
14 8.8 -2.795876 15.3042
15 8.8 -1.764948 9.619182
16 20.2 -4.430928 18.220762
17 0.0 -2.886598 12.010199
18 0.0 -3.402062 13.461407
19 20.2 -1.028866 7.802563
