

gen best mean std
0 11.2 -77.988 36.361054
1 0.0 -54.3 41.334126
2 0.0 -43.6 44.889197
3 0.0 -23.2 37.386629
4 0.0 -25.9 39.092071
5 0.0 -24.9 39.736507
6 0.0 -20.7 36.007083
7 0.0 -22.3 37.036604
8 0.0 -14.2 31.974365
9 0.0 -10.808081 28.90866
10 0.0 -9.387755 25.706996
11 0.0 -11.030928 27.338449
12 0.0 -4.639175 20.208289
13 0.0 -3.092784 16.767717
14 0.0 -4.536082 16.246847
15 0.0 -2.989691 15.275136
16 0.0 -3.195876 14.540834
17 0.0 -4.329897 18.935986
18 0.0 -1.030928 10.100989
19 0.0 -2.061856 12.430271
