

gen best mean std
0 23.2 -80.168 35.021053
1 0.0 -47.7 39.16261
2 0.0 -32.1 38.711626
3 0.0 -33.1 42.583917
4 0.0 -19.6 34.494057
5 0.0 -19.5 35.13901
6 0.0 -16.1 32.338677
7 0.0 -9.5 25.074888
8 50.8 -11.192 30.976532
9 33.4 -9.561616 27.499226
10 0.0 -5.408163 21.436587
11 33.4 -6.459794 21.934263
12 0.0 -3.814433 17.257498
13 0.0 -4.020619 16.476149
14 0.0 -2.164948 10.956973
15 0.0 -2.680412 14.819565
16 0.0 -0.721649 7.070692
17 0.0 -0.927835 9.09089
18 33.4 -0.480412 8.789153
19 33.4 -0.171134 6.102829
