

gen best mean std
0 3.110982 -86.218825 33.958623
1 22.874823 -58.014568 38.527859
2 22.969191 -41.358777 38.438098
3 25.17235 -32.926142 41.520745
4 26.712664 -18.646899 45.767337
5 27.589021 -11.818309 48.510324
6 27.766942 -5.279257 46.665577
7 27.481742 -4.648982 47.73206
8 27.527871 -2.372944 48.574757
9 26.647473 3.035827 41.672032
10 26.301243 7.174114 39.026757
11 26.445858 7.378219 35.396484
12 26.712664 13.438044 27.913155
13 26.745038 11.784661 32.172912
14 27.113796 13.717318 31.461719
15 27.114161 20.926064 14.550703
16 27.481742 14.681338 31.367787
17 27.527871 18.609691 21.293584
18 27.208845 19.633828 17.780799
19 26.472031 15.554998 28.772828
